Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1348,Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.96,0.37,0,0.11,1.43
1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.91,0.39,0,0.13,1.43
1350,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.46,0,0.13,1.43
1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.81,0.48,0,0.14,1.43
1352,Disney's DuckTales,GB,1988,Platform,Capcom,0.82,0.23,0.35,0.03,1.43
1353,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0,0,1.39,0.03,1.43
1354,Triple Play 2000,PS,1999,Sports,Electronic Arts,0.79,0.54,0,0.09,1.43
1355,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.42
1356,Cabela's Big Game Hunter,PS2,2002,Sports,Activision,0.7,0.54,0,0.18,1.42
1357,UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.41,0.02,0.19,1.42
1358,NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1.35,0.05,0,0.02,1.42
1359,The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42
1360,NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,0.19,1.42
1361,Sonic Generations,X360,2011,Platform,Sega,0.71,0.57,0,0.14,1.42
1362,Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
1363,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,0,1.42
1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0,0.13,1.42
1365,Resident Evil (Remake),GC,2002,Action,Capcom,0.63,0.38,0.35,0.05,1.42
1366,Inazuma Eleven 2,DS,2009,Role-Playing,Nintendo,0,0.21,1.18,0.03,1.42
1367,Tomb Raider (2013),PS4,2014,Action,Square Enix,0.47,0.64,0.06,0.25,1.41
1368,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,0.58,0.51,0,0.32,1.41
1369,Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,0.64,0.63,0,0.14,1.41
1370,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.34,0,0.13,1.41
1371,LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,1.09,0.28,0,0.04,1.41
1372,Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0,0.11,1.41
1373,Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.07,0.15,0,0.19,1.41
1374,Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41
1375,Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41
1376,Metroid: Other M,Wii,2010,Action,Nintendo,0.87,0.31,0.13,0.1,1.41
1377,Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,1.02,0.34,0,0.05,1.41
1378,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,0,0.47,0.77,0.17,1.41
1379,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41
1380,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,0.18,1.41
1381,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.82,0.47,0,0.12,1.4
1382,Spider-Man: The Movie,XB,2002,Action,Activision,1.07,0.28,0,0.05,1.4
1383,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4
1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.15,0.2,0,0.05,1.4
1385,Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4
1386,Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4
1387,Final Fantasy III,NES,1990,Role-Playing,SquareSoft,0,0,1.39,0.01,1.4
1388,Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0,0.16,1.4
1389,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4
1390,Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0,0.09,1.39
1391,Doom (2016),PS4,2016,Shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39
1392,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39
1393,Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.27,0.02,0,0.09,1.39
1394,Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39
1395,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03,1.39
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39
1397,Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39
1398,Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,0.87,0.38,0,0.13,1.39
1399,WWE '13,PS3,2012,Action,THQ,0.51,0.62,0,0.26,1.39
1400,Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39
1401,True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0,0.05,1.38
1402,The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.56,0,0.33,1.38
1403,Paper Mario,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.38
1404,Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,0.5,0.32,0.49,0.07,1.38
1405,Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38
1406,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,0.77,0.54,0,0.07,1.38
1407,Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.46,0.34,0.38,0.21,1.38
1408,Dead Rising 2,PS3,2010,Action,Capcom,0.43,0.57,0.15,0.22,1.38
1409,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.71,0.53,0,0.13,1.38
1410,Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,1.24,0.04,0,0.09,1.38
1411,Gardening Mama,DS,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38
1412,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0,0.18,1.38
1413,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0,0.15,1.38
1414,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0,0.76,1.37
1415,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.62,0.06,0.23,1.37
1416,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.37
1417,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,0.76,0.52,0,0.09,1.37
1418,Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37
1419,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37
1420,Sonic Colors,DS,2010,Platform,Sega,0.74,0.5,0.01,0.13,1.37
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0,0.05,1.37
1422,LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0,0.22,1.37
1423,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,0,0,1.37,0,1.37
1424,NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36
1425,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0,0.06,1.36
1426,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,0.63,0.66,0,0.07,1.36
1427,Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36
1428,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,0.23,0.04,0,1.09,1.36
1429,Gradius,NES,1986,Shooter,Konami Digital Entertainment,0.27,0.08,1,0.01,1.36
1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,0,0,1.36,0,1.36
1431,Centipede,2600,1981,Shooter,Atari,1.26,0.08,0,0.01,1.36
1432,Yoshi's New Island,3DS,2014,Platform,Nintendo,0.47,0.51,0.28,0.09,1.36
1433,Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.82,0.42,0,0.11,1.36
1434,Dead to Rights,PS2,2002,Shooter,Electronic Arts,0.67,0.52,0,0.17,1.36
1435,LEGO Harry Potter: Years 5-7,Wii,N/A,Action,Warner Bros. Interactive Entertainment,0.76,0.47,0,0.13,1.36
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35
1437,Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,0,0,1.26,0.09,1.35
1438,F1 2010,PS3,2010,Racing,Codemasters,0.25,0.76,0.08,0.27,1.35
1439,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0,0.03,1.35
1440,FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35
1441,Namco Museum DS,DS,2007,Misc,Atari,1.18,0.01,0.06,0.09,1.35
1442,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0,0.39,1.35
1443,Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35
1444,Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35
1445,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35
1446,Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1,0.21,0,0.13,1.35
1447,Samurai Warriors,PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35
1448,The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,0.7,0.58,0,0.07,1.35
1449,Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.35
1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35
1451,Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,0.24,0.04,1.03,0.04,1.35
1452,Crysis 2,X360,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35
1453,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35
1454,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0,1.04,0,0.31,1.35
1455,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35
1456,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.35
1457,Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34
1458,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,0.77,0.07,0.43,0.08,1.34
1459,Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34
1460,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0,0.04,1.34
1461,Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0,0.06,1.34
1462,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34
1463,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34
1464,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,0.65,0.51,0,0.17,1.34
1465,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,1.32,0.02,0,0,1.34
1466,MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,1.34
1467,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.5,0.01,0.21,1.33
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,1.27,0.05,0,0.02,1.33
1469,Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,0.79,0.42,0,0.11,1.33
1470,Rage,PS3,2011,Shooter,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33
1471,Skylanders SWAP Force,X360,2013,Platform,Activision,0.86,0.36,0,0.11,1.33
1472,NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33
1473,Spider-Man: The Movie,GBA,2002,Action,Activision,0.92,0.35,0.01,0.05,1.33
1474,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0,0.02,1.33
1475,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,0.9,0.38,0.01,0.05,1.33
1476,The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,0.93,0.35,0,0.06,1.33
1477,Triple Play 2001,PS,2000,Sports,Electronic Arts,0.74,0.5,0,0.09,1.33
1478,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33
1479,UFC Undisputed 2010,X360,2010,Fighting,THQ,0.9,0.31,0,0.11,1.33
1480,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33
1481,Corvette,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0,0.17,1.33
1482,Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,0.71,0.48,0,0.13,1.33
1483,Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.33
1484,Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.1,1.32
1485,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.38,0.02,0.24,1.32
1486,LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.42,0,0.19,1.32
1487,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.36,0.4,0.17,1.32
1488,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,0.01,0.13,0,1.18,1.32
1489,Kingdom Hearts II,PS3,2014,Role-Playing,Square Enix,0.52,0.43,0.18,0.19,1.32
1490,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0,0.11,1.32
1491,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32
1492,Gyromite,NES,1985,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32
1493,NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0,0.18,1.32
1494,Fighting Force,PS,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09,1.32
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32
1496,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,0.77,0.3,0.09,0.16,1.32
1497,Madden NFL 97,PS,1996,Sports,Electronic Arts,0.73,0.5,0,0.09,1.32
1498,Cars 2,DS,2011,Racing,Disney Interactive Studios,0.72,0.44,0.04,0.12,1.32
1499,Skylanders Giants,X360,2012,Action,Activision,0.75,0.45,0,0.11,1.32
1500,LEGO Batman: The Videogame,PSP,N/A,Action,Warner Bros. Interactive Entertainment,0.57,0.46,0,0.28,1.32
1501,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,0.73,0.5,0,0.09,1.31
1502,IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,0.64,0.5,0,0.17,1.31
1503,The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0,0.11,1.31
1504,Tekken 6,X360,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31
1505,[Prototype],X360,2009,Action,Activision,0.84,0.35,0,0.12,1.31
1506,Deal or No Deal,Wii,2009,Misc,Zoo Games,1.22,0,0,0.09,1.31
1507,Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0,0.07,1.31
1508,Rugrats Studio Tour,PS,1999,Adventure,THQ,0.57,0.67,0,0.07,1.31
1509,LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0,0.12,1.31
1510,Pitfall II: Lost Caverns,2600,1983,Platform,Activision,1.22,0.07,0,0.02,1.31
1511,Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0,0.17,1.31
1512,High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,0.68,0.49,0,0.13,1.31
1513,Gold's Gym: Cardio Workout,Wii,2008,Sports,Ubisoft,1.11,0.04,0.06,0.09,1.31
1514,Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,0.84,0.43,0,0.04,1.31
1515,Adventure,2600,N/A,Adventure,Atari,1.21,0.08,0,0.01,1.3
1516,Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,Konami Digital Entertainment,0.94,0.35,0,0.02,1.3
1517,Crysis 2,PS3,2011,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.3
1518,NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3
1519,Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.44,0.09,0.21,1.3
1520,SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,0.27,0.02,0,1.02,1.3
1521,EA Playground,Wii,2007,Sports,Electronic Arts,0.69,0.48,0,0.13,1.3
1522,Test Drive 5,PS,1997,Racing,Accolade,1.05,0.2,0,0.05,1.3
1523,Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,0,0,1.29,0.01,1.3
1524,EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.78,0.4,0,0.11,1.3
1525,Digimon World,PS,1999,Role-Playing,Namco Bandai Games,0.56,0.38,0.28,0.08,1.3
1526,Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.3
1527,Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29
1528,Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.61,0.47,0.11,0.1,1.29
1529,Mega Man Battle Network 3 Blue / White Version,GBA,2002,Role-Playing,Capcom,0.39,0.02,0.85,0.03,1.29
1530,FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0,0.25,1.29
1531,Resident Evil Zero,GC,2002,Action,Capcom,0.54,0.27,0.45,0.04,1.29
1532,Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1,0.17,0.02,0.1,1.29
1533,Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,0.73,0.44,0,0.12,1.29
1534,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,0.93,0.34,0,0.02,1.29
1535,Transformers,PS2,2004,Shooter,Atari,0.63,0.49,0,0.16,1.29
1536,Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,1.04,0.14,0,0.1,1.29
1537,Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo,0.76,0.4,0,0.12,1.29
1538,Valkyria Chronicles,PS3,2008,Role-Playing,Sega,0.71,0.2,0.24,0.13,1.29
1539,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Racing,Take-Two Interactive,1.22,0.05,0,0.01,1.29
1540,Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0,0.16,1.28
1541,Watch Dogs,X360,2014,Action,Ubisoft,0.72,0.45,0.01,0.11,1.28
1542,Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,0.55,0.59,0,0.14,1.28
1543,Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
1544,Yakuman,GB,1989,Misc,Nintendo,0,0,1.28,0,1.28
1545,Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft,0.61,0.56,0,0.11,1.28
1546,Army Men 3D,PS,1999,Action,3DO,1.1,0.14,0,0.04,1.28
1547,WWE '13,X360,2012,Action,THQ,0.72,0.45,0,0.11,1.28
1548,Twisted Metal 4,PS,1999,Racing,989 Studios,1.07,0.16,0,0.04,1.28
1549,Manhunt,PS2,2003,Action,Take-Two Interactive,0.63,0.49,0,0.16,1.28
1550,Kid Icarus: Uprising,3DS,2012,Action,Nintendo,0.48,0.35,0.36,0.07,1.28
1551,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0,0.16,1.28
1552,Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.56,0.05,0.22,1.27
1553,Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27
1554,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0,0,1.27
1555,LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,1.27
1556,Road Rash,PS,1995,Racing,Electronic Arts,0.71,0.48,0,0.08,1.27
1557,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Nintendo,0.44,0.3,0.47,0.06,1.27
1558,Atlantis,2600,1981,Shooter,Imagic,1.18,0.08,0,0.01,1.27
1559,NBA 2K9,X360,2008,Sports,Take-Two Interactive,1,0.16,0,0.11,1.27
1560,WWE '12,X360,2011,Fighting,THQ,0.74,0.4,0,0.12,1.27
1561,Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0,0.05,1.27
1562,Hogan's Alley,NES,1984,Shooter,Nintendo,0.68,0.16,0.41,0.02,1.27
1563,The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,0.77,0.38,0,0.12,1.27
1564,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0,0.11,1.27
1565,.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27
1566,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.73,0,0.15,1.27
1567,Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27
1568,Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27
1569,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
1570,Yokai Watch 3,3DS,2016,Action,Level 5,0,0,1.27,0,1.27
1571,Kung Fu Panda,DS,2008,Action,Activision,0.56,0.57,0,0.14,1.26
1572,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26
1573,Football Manager 2011,PC,2010,Sports,Sega,0,1.01,0,0.25,1.26
1574,Devil Dice,PS,1998,Puzzle,THQ,0.05,0.03,1.1,0.08,1.26
1575,Final Fantasy IV,DS,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26
1576,Hyrule Warriors,WiiU,2014,Action,Nintendo,0.61,0.42,0.13,0.1,1.26
1577,Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.52,0.03,0.21,1.26
1578,Championship Manager 03/04,PC,2003,Sports,Eidos Interactive,0,1.15,0,0.11,1.26
1579,Brian Lara Cricket,PS,1998,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26
1580,Ratatouille,DS,2007,Action,THQ,0.5,0.62,0,0.14,1.26
1581,Wheel of Fortune,PS,1998,Misc,Hasbro Interactive,0.99,0.22,0,0.04,1.26
1582,LEGO The Lord of the Rings,X360,2012,Action,Warner Bros. Interactive Entertainment,0.63,0.51,0,0.11,1.26
1583,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,0.45,0.68,0,0.12,1.26
1584,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25
1585,NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0,0.08,1.25
1586,Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0,0.01,0.75,1.25
1587,Combat,2600,N/A,Action,Atari,1.17,0.07,0,0.01,1.25
1588,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
1589,Dragon Ball: Daimaou Fukkatsu,NES,1988,Role-Playing,Namco Bandai Games,0,0,1.25,0,1.25
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,0,0,1.25,0,1.25
1591,Reel Fishing,PS,1996,Sports,Natsume,0.99,0.13,0.1,0.04,1.25
1592,Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25
1593,Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25
1594,Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25
1595,RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1.19,0.05,0,0,1.25
1596,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,0.61,0.48,0,0.16,1.25
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0,0.17,1.25
1598,Road Rash 3D,PS,1998,Racing,Electronic Arts,1.05,0.16,0,0.04,1.25
1599,Ratchet: Deadlocked,PS2,2005,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24
1600,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0,0.16,1.24
1601,Transformers: Autobots / Decepticons,DS,2007,Action,Activision,1.12,0.03,0,0.09,1.24
1602,Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24
1603,Diddy Kong Racing DS,DS,2007,Racing,Nintendo,1.1,0.04,0,0.1,1.24
1604,[Prototype],PS3,2009,Action,Activision,0.65,0.41,0,0.19,1.24
1605,Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24
1606,Oddworld: Abe's Oddysee,PS,1997,Platform,GT Interactive,0.75,0.44,0,0.06,1.24
1607,The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.66,0.47,0,0.11,1.24
1608,Ridge Racer V,PS2,2000,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24
1609,WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,THQ,0.69,0,0,0.55,1.24
1610,Tetris 2 (All region sales),GB,1992,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24
